t_s,leg,state,phase_elapsed_s,cmd_vx,cmd_vy,cmd_wz,raw_vx,raw_vy,raw_wz,enc_dist_m,imu_yaw_deg,est_x,est_y,est_yaw_deg,event
1.554,0,DRIVE,0.750,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
1.602,0,DRIVE,0.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
1.652,0,DRIVE,0.847,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
1.702,0,DRIVE,0.897,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
1.752,0,DRIVE,0.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
1.804,0,DRIVE,1.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
1.852,0,DRIVE,1.047,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
1.902,0,DRIVE,1.097,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
1.952,0,DRIVE,1.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.002,0,DRIVE,1.197,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.055,0,DRIVE,1.250,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.102,0,DRIVE,1.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.152,0,DRIVE,1.348,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.202,0,DRIVE,1.397,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.252,0,DRIVE,1.447,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.305,0,DRIVE,1.500,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.352,0,DRIVE,1.548,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.402,0,DRIVE,1.597,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.452,0,DRIVE,1.647,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.502,0,DRIVE,1.697,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.554,0,DRIVE,1.750,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.602,0,DRIVE,1.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.652,0,DRIVE,1.847,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.702,0,DRIVE,1.898,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.751,0,DRIVE,1.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.804,0,DRIVE,2.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.852,0,DRIVE,2.047,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.902,0,DRIVE,2.097,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
2.952,0,DRIVE,2.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.002,0,DRIVE,2.197,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.054,0,DRIVE,2.250,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.102,0,DRIVE,2.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.152,0,DRIVE,2.347,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.202,0,DRIVE,2.397,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.252,0,DRIVE,2.447,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.304,0,DRIVE,2.500,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.352,0,DRIVE,2.547,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.402,0,DRIVE,2.597,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.452,0,DRIVE,2.647,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.502,0,DRIVE,2.697,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.554,0,DRIVE,2.750,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.602,0,DRIVE,2.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.652,0,DRIVE,2.847,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.702,0,DRIVE,2.897,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.752,0,DRIVE,2.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.804,0,DRIVE,3.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.852,0,DRIVE,3.047,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.902,0,DRIVE,3.097,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
3.952,0,DRIVE,3.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.002,0,DRIVE,3.197,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.054,0,DRIVE,3.250,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.102,0,DRIVE,3.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.152,0,DRIVE,3.347,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.202,0,DRIVE,3.397,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.252,0,DRIVE,3.447,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.304,0,DRIVE,3.500,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.352,0,DRIVE,3.547,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.402,0,DRIVE,3.597,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.452,0,DRIVE,3.647,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.502,0,DRIVE,3.697,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.554,0,DRIVE,3.750,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.602,0,DRIVE,3.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.652,0,DRIVE,3.847,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.702,0,DRIVE,3.897,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.752,0,DRIVE,3.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.804,0,DRIVE,4.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.852,0,DRIVE,4.047,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.902,0,DRIVE,4.097,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
4.952,0,DRIVE,4.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.002,0,DRIVE,4.197,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.054,0,DRIVE,4.250,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.102,0,DRIVE,4.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.152,0,DRIVE,4.347,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.202,0,DRIVE,4.397,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.252,0,DRIVE,4.447,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.304,0,DRIVE,4.500,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.352,0,DRIVE,4.547,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.402,0,DRIVE,4.597,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.452,0,DRIVE,4.647,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.502,0,DRIVE,4.697,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.554,0,DRIVE,4.750,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.602,0,DRIVE,4.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.652,0,DRIVE,4.847,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.702,0,DRIVE,4.897,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.752,0,DRIVE,4.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.804,0,DRIVE,5.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.852,0,DRIVE,5.047,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.902,0,DRIVE,5.097,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
5.952,0,DRIVE,5.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.002,0,DRIVE,5.197,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.054,0,DRIVE,5.250,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.102,0,DRIVE,5.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.152,0,DRIVE,5.347,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.202,0,DRIVE,5.397,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.252,0,DRIVE,5.447,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.304,0,DRIVE,5.500,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.352,0,DRIVE,5.547,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.402,0,DRIVE,5.597,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.452,0,DRIVE,5.647,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.502,0,DRIVE,5.697,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.554,0,DRIVE,5.750,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.602,0,DRIVE,5.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.652,0,DRIVE,5.847,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.702,0,DRIVE,5.897,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.752,0,DRIVE,5.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.804,0,DRIVE,5.999,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.852,0,DRIVE,6.047,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.902,0,DRIVE,6.097,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
6.952,0,DRIVE,6.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.002,0,DRIVE,6.197,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.054,0,DRIVE,6.250,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.102,0,DRIVE,6.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.152,0,DRIVE,6.347,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.202,0,DRIVE,6.397,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.252,0,DRIVE,6.448,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.304,0,DRIVE,6.500,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.352,0,DRIVE,6.547,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.402,0,DRIVE,6.597,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.452,0,DRIVE,6.647,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.502,0,DRIVE,6.697,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.554,0,DRIVE,6.750,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.602,0,DRIVE,6.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.652,0,DRIVE,6.847,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.702,0,DRIVE,6.897,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.752,0,DRIVE,6.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.804,0,DRIVE,7.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.852,0,DRIVE,7.047,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.902,0,DRIVE,7.097,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
7.952,0,DRIVE,7.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.002,0,DRIVE,7.197,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.054,0,DRIVE,7.250,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.102,0,DRIVE,7.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.152,0,DRIVE,7.347,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.202,0,DRIVE,7.397,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.252,0,DRIVE,7.447,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.304,0,DRIVE,7.500,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.352,0,DRIVE,7.547,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.402,0,DRIVE,7.597,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.452,0,DRIVE,7.647,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.502,0,DRIVE,7.697,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.554,0,DRIVE,7.750,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.602,0,DRIVE,7.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.652,0,DRIVE,7.847,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.702,0,DRIVE,7.897,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.752,0,DRIVE,7.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.804,0,DRIVE,8.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.852,0,DRIVE,8.047,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.902,0,DRIVE,8.097,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
8.952,0,DRIVE,8.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
9.002,0,DRIVE,8.197,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
9.054,0,DRIVE,8.250,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
9.102,0,DRIVE,8.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.0,
9.154,0,DRIVE,8.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,FIN_DRIVE_leg0_TIMEOUT_8.3s
9.155,0,STOP_BEFORE_SPIN,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.202,0,STOP_BEFORE_SPIN,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.252,0,STOP_BEFORE_SPIN,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.302,0,STOP_BEFORE_SPIN,0.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.352,0,STOP_BEFORE_SPIN,0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.402,0,STOP_BEFORE_SPIN,0.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.452,0,STOP_BEFORE_SPIN,0.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.502,0,STOP_BEFORE_SPIN,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.552,0,STOP_BEFORE_SPIN,0.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.602,0,STOP_BEFORE_SPIN,0.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.652,0,STOP_BEFORE_SPIN,0.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.702,0,STOP_BEFORE_SPIN,0.547,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.752,0,STOP_BEFORE_SPIN,0.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.802,0,STOP_BEFORE_SPIN,0.647,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.852,0,STOP_BEFORE_SPIN,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.902,0,STOP_BEFORE_SPIN,0.747,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
9.952,0,STOP_BEFORE_SPIN,0.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.002,0,STOP_BEFORE_SPIN,0.847,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.052,0,STOP_BEFORE_SPIN,0.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.102,0,STOP_BEFORE_SPIN,0.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.152,0,STOP_BEFORE_SPIN,0.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.204,0,STOP_BEFORE_SPIN,1.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,INICIO_DRIFT_leg0
10.205,0,DRIFT,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.252,0,DRIFT,0.047,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.302,0,DRIFT,0.097,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.352,0,DRIFT,0.147,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.402,0,DRIFT,0.197,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.452,0,DRIFT,0.247,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.504,0,DRIFT,0.300,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.552,0,DRIFT,0.347,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.602,0,DRIFT,0.397,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.652,0,DRIFT,0.447,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.702,0,DRIFT,0.497,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.754,0,DRIFT,0.550,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.802,0,DRIFT,0.597,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.852,0,DRIFT,0.647,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.902,0,DRIFT,0.697,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
10.952,0,DRIFT,0.747,0.000,-0.000,1.000,0.000,0.000,0.000,0.000,0.0,1.000,0.000,0.0,
